tx_id,customer_id,account_id,tx_date,amount,currency,direction,category,description_raw,counterparty_key,is_recurring_flag,is_variable_amount
TX00000382,CUST00001,CUST00001_CHECKING,2024-07-17,-12.602711888773165,EUR,DEBIT,RESTAURANT,BURGER JOINT PURCHASE,BURGER JOINT,False,True
TX00000383,CUST00001,CUST00001_CHECKING,2024-07-11,-26.069003334472786,EUR,DEBIT,MISCELLANEOUS,FOREIGN EXCHANGE PURCHASE,FOREIGN EXCHANGE,False,True
TX00000384,CUST00001,CUST00001_CHECKING,2024-07-13,-38.84088391782483,EUR,DEBIT,RESTAURANT,SANDWICH SHOP PURCHASE,SANDWICH SHOP,False,True
TX00000385,CUST00001,CUST00001_CHECKING,2024-07-23,-36.1816949762083,EUR,DEBIT,UTILITIES,GAS SUPPLY INC PURCHASE,GAS SUPPLY INC,False,True
TX00000386,CUST00001,CUST00001_CHECKING,2024-07-24,-41.584504790426834,EUR,DEBIT,SHOPPING,ELECTRONICS STORE PURCHASE,ELECTRONICS STORE,False,True
TX00000387,CUST00001,CUST00001_CHECKING,2024-07-05,-35.921463987679424,EUR,DEBIT,GROCERIES,LOCAL BUTCHER PURCHASE,LOCAL BUTCHER,False,True
TX00000388,CUST00001,CUST00001_CHECKING,2024-07-12,-21.58172119121354,EUR,DEBIT,GROCERIES,SUPERMARKET CHAIN A PURCHASE,SUPERMARKET CHAIN A,False,True
TX00000389,CUST00001,CUST00001_CHECKING,2024-07-25,-63.05398327741647,EUR,DEBIT,GROCERIES,FARMERS MARKET PURCHASE,FARMERS MARKET,False,True
TX00000390,CUST00001,CUST00001_CHECKING,2024-07-02,-16.76794847007645,EUR,DEBIT,SHOPPING,ONLINE MARKETPLACE PURCHASE,ONLINE MARKETPLACE,False,True
TX00000391,CUST00001,CUST00001_CHECKING,2024-07-23,-6.653407244639018,EUR,DEBIT,SHOPPING,CLOTHING RETAILER B PURCHASE,CLOTHING RETAILER B,False,True
TX00000392,CUST00001,CUST00001_CHECKING,2024-07-20,-19.045786754825553,EUR,DEBIT,GROCERIES,WHOLESALE CLUB PURCHASE,WHOLESALE CLUB,False,True
TX00000393,CUST00001,CUST00001_CHECKING,2024-07-17,-27.19435237167328,EUR,DEBIT,GROCERIES,WHOLESALE CLUB PURCHASE,WHOLESALE CLUB,False,True
TX00000394,CUST00001,CUST00001_CHECKING,2024-07-16,-15.055173585798977,EUR,DEBIT,MISCELLANEOUS,WIRE TRANSFER PURCHASE,WIRE TRANSFER,False,True
TX00000395,CUST00001,CUST00001_CHECKING,2024-07-19,-116.30357381022519,EUR,DEBIT,GROCERIES,DISCOUNT GROCERY PURCHASE,,False,True
TX00000396,CUST00001,CUST00001_CHECKING,2024-07-26,-27.954275708519766,EUR,DEBIT,GROCERIES,CONVENIENCE STORE PURCHASE,CONVENIENCE STORE,False,True
TX00000397,CUST00001,CUST00001_CHECKING,2024-07-17,-2.9643230973414183,EUR,DEBIT,TRANSPORT,TOLL ROADS PURCHASE,,False,True
TX00000398,CUST00001,CUST00001_CHECKING,2024-07-27,-30.059245083700997,EUR,DEBIT,GROCERIES,FARMERS MARKET PURCHASE,FARMERS MARKET,False,True
TX00000399,CUST00001,CUST00001_CHECKING,2024-07-16,-19.558574843693872,EUR,DEBIT,RESTAURANT,COFFEE SHOP CHAIN PURCHASE,COFFEE SHOP CHAIN,False,True
TX00000400,CUST00001,CUST00001_CHECKING,2024-07-11,-9.267071743288886,EUR,DEBIT,SHOPPING,DISCOUNT RETAILER PURCHASE,DISCOUNT RETAILER,False,True
TX00000401,CUST00001,CUST00001_CHECKING,2024-07-13,-39.57048209275775,EUR,DEBIT,GROCERIES,DISCOUNT GROCERY PURCHASE,DISCOUNT GROCERY,False,True
TX00000402,CUST00001,CUST00001_CHECKING,2024-07-17,-25.63112298044955,EUR,DEBIT,SHOPPING,BOOKSTORE PURCHASE,BOOKSTORE,False,True
TX00000403,CUST00001,CUST00001_CHECKING,2024-07-05,-26.958253793356164,EUR,DEBIT,GROCERIES,NEIGHBORHOOD MARKET PURCHASE,NEIGHBORHOOD MARKET,False,True
TX00000404,CUST00001,CUST00001_CHECKING,2024-07-06,-39.48314852345671,EUR,DEBIT,SHOPPING,HOME GOODS STORE PURCHASE,,False,True
TX00000405,CUST00001,CUST00001_CHECKING,2024-07-06,-26.840581827955425,EUR,DEBIT,SHOPPING,,HOME GOODS STORE,False,True
TX00000406,CUST00001,CUST00001_CHECKING,2024-07-20,-35.62261912785114,EUR,DEBIT,GROCERIES,LOCAL BUTCHER PURCHASE,LOCAL BUTCHER,False,True
TX00000407,CUST00001,CUST00001_CHECKING,2024-07-07,-31.497965667439185,EUR,DEBIT,GROCERIES,CONVENIENCE STORE PURCHASE,CONVENIENCE STORE,False,True
TX00000408,CUST00001,CUST00001_CHECKING,2024-07-10,-29.9091102586195,EUR,DEBIT,GROCERIES,FRESH PRODUCE STORE PURCHASE,FRESH PRODUCE STORE,False,True
TX00000409,CUST00001,CUST00001_CHECKING,2024-07-04,-56.06595224939677,EUR,DEBIT,GROCERIES,NEIGHBORHOOD MARKET PURCHASE,NEIGHBORHOOD MARKET,False,True
TX00000410,CUST00001,CUST00001_CHECKING,2024-07-24,-91.52870594931642,EUR,DEBIT,GROCERIES,ORGANIC FOODS MARKET PURCHASE,ORGANIC FOODS MARKET,False,True
TX00000411,CUST00001,CUST00001_CHECKING,2024-07-25,-40.28079269093916,EUR,DEBIT,ENTERTAINMENT,BOWLING ALLEY PURCHASE,BOWLING ALLEY,False,True
TX00000412,CUST00001,CUST00001_CHECKING,2024-07-26,-27.427410245944486,EUR,DEBIT,GROCERIES,ONLINE GROCERY PURCHASE,ONLINE GROCERY,False,True
TX00000413,CUST00001,CUST00001_CHECKING,2024-07-07,-10.335583402483982,EUR,DEBIT,RESTAURANT,INDIAN CUISINE PURCHASE,INDIAN CUISINE,False,True
TX00000414,CUST00001,CUST00001_CHECKING,2024-07-26,-106.31336462183111,EUR,DEBIT,SHOPPING,CLOTHING RETAILER A PURCHASE,CLOTHING RETAILER A,False,True
TX00000415,CUST00001,CUST00001_CHECKING,2024-07-01,-7.358924967770731,EUR,DEBIT,SHOPPING,CLOTHING RETAILER A PURCHASE,CLOTHING RETAILER A,False,True
TX00000416,CUST00001,CUST00001_CHECKING,2024-07-02,-29.550228874400567,EUR,DEBIT,MISCELLANEOUS,,ATM WITHDRAWAL,False,True
TX00000417,CUST00001,CUST00001_CHECKING,2024-07-06,-3.7655881450928024,EUR,DEBIT,TRANSPORT,CAR RENTAL PURCHASE,CAR RENTAL,False,True
TX00000418,CUST00001,CUST00001_CHECKING,2024-07-07,-54.68151153875602,EUR,DEBIT,GROCERIES,SUPERMARKET CHAIN A PURCHASE,SUPERMARKET CHAIN A,False,True
TX00000419,CUST00001,CUST00001_CHECKING,2024-07-14,-51.57565215825157,EUR,DEBIT,UTILITIES,ELECTRIC COMPANY PURCHASE,ELECTRIC COMPANY,False,True
TX00000420,CUST00001,CUST00001_CHECKING,2024-07-17,-11.546851802504051,EUR,DEBIT,SHOPPING,,,False,True
TX00000421,CUST00001,CUST00001_CHECKING,2024-07-03,-7.8985378241712905,EUR,DEBIT,TRANSPORT,,FUEL STATION A,False,True
TX00000422,CUST00001,CUST00001_CHECKING,2024-07-11,-61.36866402658229,EUR,DEBIT,HEALTHCARE,DENTAL OFFICE PURCHASE,DENTAL OFFICE,False,True
TX00000423,CUST00001,CUST00001_CHECKING,2024-07-09,-13.258193992254723,EUR,DEBIT,GROCERIES,CONVENIENCE STORE PURCHASE,CONVENIENCE STORE,False,True
TX00000424,CUST00001,CUST00001_CHECKING,2024-07-18,-13.468126608940082,EUR,DEBIT,SUBSCRIPTION,PRODUCTIVITY SUITE PURCHASE,PRODUCTIVITY SUITE,False,True
TX00000425,CUST00001,CUST00001_CHECKING,2024-07-27,-18.483966295781336,EUR,DEBIT,SUBSCRIPTION,MUSIC UNLIMITED PURCHASE,MUSIC UNLIMITED,False,True
TX00000426,CUST00001,CUST00001_CHECKING,2024-07-23,-26.73897279735781,EUR,DEBIT,GROCERIES,SUPERMARKET CHAIN A PURCHASE,SUPERMARKET CHAIN A,False,True
TX00000427,CUST00001,CUST00001_CHECKING,2024-07-14,-17.467288945401798,EUR,DEBIT,MISCELLANEOUS,,CHECK DEPOSIT,False,True
TX00000428,CUST00001,CUST00001_CHECKING,2024-07-16,-6.810089547401825,EUR,DEBIT,SUBSCRIPTION,GAMING SERVICE PURCHASE,GAMING SERVICE,False,True
TX00000429,CUST00001,CUST00001_CHECKING,2024-07-06,-20.878995107303826,EUR,DEBIT,GROCERIES,CONVENIENCE STORE PURCHASE,CONVENIENCE STORE,False,True
TX00000430,CUST00001,CUST00001_CHECKING,2024-07-15,-346.28868879812245,EUR,DEBIT,TRANSFER_OUT,SAVINGS TRANSFER,,True,True
TX00000431,CUST00001,CUST00001_SAVINGS,2024-07-15,346.28868879812245,EUR,CREDIT,TRANSFER_IN,SAVINGS TRANSFER,,True,True
TX00000432,CUST00001,CUST00001_CHECKING,2024-08-01,2813.613631573583,EUR,CREDIT,SALARY,SALARY PAYMENT 2024-08,HEALTHCARE PARTNERS,True,False
TX00000433,CUST00001,CUST00001_CHECKING,2024-08-01,2720.2700652006074,EUR,CREDIT,SALARY,SALARY PAYMENT 2024-08,HEALTHCARE PARTNERS,True,False
TX00000434,CUST00001,CUST00001_CHECKING,2024-08-21,-392.797576724562,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2024-08,PERSONAL LOANS INC,True,False
TX00000435,CUST00001,CUST00001_CHECKING,2024-08-24,-869.7003346018394,EUR,DEBIT,RENT_MORTGAGE,RENT_MORTGAGE 2024-08,LANDLORD SERVICES,True,False
TX00000436,CUST00001,CUST00001_CHECKING,2024-08-22,-36.86326600082205,EUR,DEBIT,SUBSCRIPTION,SUBSCRIPTION 2024-08,FITNESS APP,True,False
TX00000437,CUST00001,CUST00001_CHECKING,2024-08-06,-432.9770563201687,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2024-08,PERSONAL LOANS INC,True,False
TX00000438,CUST00001,CUST00001_CHECKING,2024-08-12,-1020.0854118241206,EUR,DEBIT,RENT_MORTGAGE,RENT_MORTGAGE 2024-08,HOME MORTGAGE BANK,True,False
TX00000439,CUST00001,CUST00001_CHECKING,2024-08-17,-24.43752583889521,EUR,DEBIT,SUBSCRIPTION,SUBSCRIPTION 2024-08,MUSIC UNLIMITED,True,False
TX00000440,CUST00001,CUST00001_CHECKING,2024-08-25,-197.48463287101822,EUR,DEBIT,UTILITIES,,,True,True
TX00000441,CUST00001,CUST00001_CHECKING,2024-08-09,-220.07688464694493,EUR,DEBIT,INSURANCE,INSURANCE 2024-08,AUTO INSURANCE INC,True,False
TX00000442,CUST00001,CUST00001_CHECKING,2024-08-18,-486.25281322982374,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2024-08,PERSONAL LOANS INC,True,False
TX00000443,CUST00001,CUST00001_CHECKING,2024-08-20,-64.65081710095758,EUR,DEBIT,UTILITIES,UTILITIES 2024-08,ELECTRIC COMPANY,True,True
TX00000444,CUST00001,CUST00001_CHECKING,2024-08-11,-27.03454492970432,EUR,DEBIT,UTILITIES,ELECTRIC COMPANY PURCHASE,ELECTRIC COMPANY,False,True
TX00000445,CUST00001,CUST00001_CHECKING,2024-08-08,-25.931348589283076,EUR,DEBIT,GROCERIES,,DISCOUNT GROCERY,False,True
TX00000446,CUST00001,CUST00001_CHECKING,2024-08-01,-38.422945601421965,EUR,DEBIT,GROCERIES,WHOLESALE CLUB PURCHASE,WHOLESALE CLUB,False,True
TX00000447,CUST00001,CUST00001_CHECKING,2024-08-15,-21.943384524354908,EUR,DEBIT,MISCELLANEOUS,CHECK DEPOSIT PURCHASE,,False,True
TX00000448,CUST00001,CUST00001_CHECKING,2024-08-14,-47.62497933018803,EUR,DEBIT,RESTAURANT,COFFEE SHOP CHAIN PURCHASE,COFFEE SHOP CHAIN,False,True
TX00000449,CUST00001,CUST00001_CHECKING,2024-08-27,-18.7206765801791,EUR,DEBIT,SUBSCRIPTION,,GAMING SERVICE,False,True
TX00000450,CUST00001,CUST00001_CHECKING,2024-08-21,-9.746830903796292,EUR,DEBIT,TRANSPORT,FUEL STATION A PURCHASE,FUEL STATION A,False,True
TX00000451,CUST00001,CUST00001_CHECKING,2024-08-08,-20.72248394974757,EUR,DEBIT,SHOPPING,HARDWARE STORE PURCHASE,HARDWARE STORE,False,True
TX00000452,CUST00001,CUST00001_CHECKING,2024-08-19,-8.452487401847694,EUR,DEBIT,RESTAURANT,INDIAN CUISINE PURCHASE,INDIAN CUISINE,False,True
TX00000453,CUST00001,CUST00001_CHECKING,2024-08-23,-40.53838243735853,EUR,DEBIT,MISCELLANEOUS,FOREIGN EXCHANGE PURCHASE,FOREIGN EXCHANGE,False,True
TX00000454,CUST00001,CUST00001_CHECKING,2024-08-06,-38.30122103871516,EUR,DEBIT,TRANSPORT,,,False,True
TX00000455,CUST00001,CUST00001_CHECKING,2024-08-25,-15.666179832469497,EUR,DEBIT,RESTAURANT,COFFEE SHOP CHAIN PURCHASE,,False,True
TX00000456,CUST00001,CUST00001_CHECKING,2024-08-04,-24.7787392889787,EUR,DEBIT,GROCERIES,,LOCAL BUTCHER,False,True
TX00000457,CUST00001,CUST00001_CHECKING,2024-08-17,-9.787808318197607,EUR,DEBIT,ENTERTAINMENT,THEME PARK PURCHASE,THEME PARK,False,True
TX00000458,CUST00001,CUST00001_CHECKING,2024-08-21,-6.931693380860424,EUR,DEBIT,RESTAURANT,ITALIAN RESTAURANT PURCHASE,,False,True
TX00000459,CUST00001,CUST00001_CHECKING,2024-08-09,-17.30253125410006,EUR,DEBIT,HEALTHCARE,OPTICIAN PURCHASE,OPTICIAN,False,True
TX00000460,CUST00001,CUST00001_CHECKING,2024-08-08,-39.128781185691174,EUR,DEBIT,HEALTHCARE,MEDICAL CLINIC PURCHASE,MEDICAL CLINIC,False,True
TX00000461,CUST00001,CUST00001_CHECKING,2024-08-19,-36.03294401385568,EUR,DEBIT,RESTAURANT,INDIAN CUISINE PURCHASE,INDIAN CUISINE,False,True
TX00000462,CUST00001,CUST00001_CHECKING,2024-08-06,-17.87115986247893,EUR,DEBIT,SHOPPING,CLOTHING RETAILER B PURCHASE,CLOTHING RETAILER B,False,True
TX00000463,CUST00001,CUST00001_CHECKING,2024-08-12,-20.435038623601248,EUR,DEBIT,GROCERIES,FRESH PRODUCE STORE PURCHASE,FRESH PRODUCE STORE,False,True
TX00000464,CUST00001,CUST00001_CHECKING,2024-08-27,-25.207596948140164,EUR,DEBIT,SHOPPING,CLOTHING RETAILER A PURCHASE,CLOTHING RETAILER A,False,True
TX00000465,CUST00001,CUST00001_CHECKING,2024-08-12,-18.655275292472027,EUR,DEBIT,MISCELLANEOUS,ATM WITHDRAWAL PURCHASE,ATM WITHDRAWAL,False,True
TX00000466,CUST00001,CUST00001_CHECKING,2024-08-01,-30.199388464062718,EUR,DEBIT,GROCERIES,BAKERY DELIGHTS PURCHASE,BAKERY DELIGHTS,False,True
TX00000467,CUST00001,CUST00001_CHECKING,2024-08-24,-3.4480085356045014,EUR,DEBIT,MISCELLANEOUS,FOREIGN EXCHANGE PURCHASE,FOREIGN EXCHANGE,False,True
TX00000468,CUST00001,CUST00001_CHECKING,2024-08-08,-12.0016228043265,EUR,DEBIT,HEALTHCARE,,MEDICAL CLINIC,False,True
TX00000469,CUST00001,CUST00001_CHECKING,2024-08-11,-18.020404626907865,EUR,DEBIT,RESTAURANT,,THAI RESTAURANT,False,True
TX00000470,CUST00001,CUST00001_CHECKING,2024-08-09,-84.63224260066085,EUR,DEBIT,HEALTHCARE,MEDICAL CLINIC PURCHASE,MEDICAL CLINIC,False,True
TX00000471,CUST00001,CUST00001_CHECKING,2024-08-14,-15.463799797254955,EUR,DEBIT,ENTERTAINMENT,SPORTS TICKETS PURCHASE,SPORTS TICKETS,False,True
TX00000472,CUST00001,CUST00001_CHECKING,2024-08-08,-15.511418596145951,EUR,DEBIT,RESTAURANT,FAST FOOD CHAIN A PURCHASE,FAST FOOD CHAIN A,False,True
TX00000473,CUST00001,CUST00001_CHECKING,2024-08-13,-49.14717686624914,EUR,DEBIT,SHOPPING,ELECTRONICS STORE PURCHASE,ELECTRONICS STORE,False,True
TX00000474,CUST00001,CUST00001_CHECKING,2024-08-27,-82.47782735060784,EUR,DEBIT,UTILITIES,,ENERGY PROVIDER A,False,True
TX00000475,CUST00001,CUST00001_CHECKING,2024-08-04,-58.735332556754074,EUR,DEBIT,HEALTHCARE,MEDICAL CLINIC PURCHASE,MEDICAL CLINIC,False,True
TX00000476,CUST00001,CUST00001_CHECKING,2024-08-17,-2.817914812145244,EUR,DEBIT,TRANSPORT,,,False,True
TX00000477,CUST00001,CUST00001_CHECKING,2024-08-10,-16.464273701265487,EUR,DEBIT,RESTAURANT,INDIAN CUISINE PURCHASE,INDIAN CUISINE,False,True
TX00000478,CUST00001,CUST00001_CHECKING,2024-08-19,-41.3044534050612,EUR,DEBIT,GROCERIES,ORGANIC FOODS MARKET PURCHASE,ORGANIC FOODS MARKET,False,True
TX00000479,CUST00001,CUST00001_CHECKING,2024-08-06,-13.909020343189539,EUR,DEBIT,ENTERTAINMENT,CONCERT VENUE PURCHASE,CONCERT VENUE,False,True
TX00000480,CUST00001,CUST00001_CHECKING,2024-08-12,-42.651074525121345,EUR,DEBIT,HEALTHCARE,MEDICAL CLINIC PURCHASE,MEDICAL CLINIC,False,True
TX00000481,CUST00001,CUST00001_CHECKING,2024-08-24,-4.206154443949797,EUR,DEBIT,SHOPPING,PHARMACY CHAIN PURCHASE,PHARMACY CHAIN,False,True
TX00000482,CUST00001,CUST00001_CHECKING,2024-08-04,-33.54388402658025,EUR,DEBIT,MISCELLANEOUS,CASH DEPOSIT PURCHASE,CASH DEPOSIT,False,True
TX00000483,CUST00001,CUST00001_CHECKING,2024-08-03,-12.686497616738123,EUR,DEBIT,RESTAURANT,ITALIAN RESTAURANT PURCHASE,ITALIAN RESTAURANT,False,True
TX00000484,CUST00001,CUST00001_CHECKING,2024-08-16,-79.31037623443345,EUR,DEBIT,UTILITIES,,GAS SUPPLY INC,False,True
TX00000485,CUST00001,CUST00001_CHECKING,2024-08-24,-44.1864898976902,EUR,DEBIT,GROCERIES,ORGANIC FOODS MARKET PURCHASE,ORGANIC FOODS MARKET,False,True
TX00000486,CUST00001,CUST00001_CHECKING,2024-08-01,-10.01555286354806,EUR,DEBIT,GROCERIES,SUPERMARKET CHAIN A PURCHASE,SUPERMARKET CHAIN A,False,True
TX00000487,CUST00001,CUST00001_CHECKING,2024-08-17,-20.469014721717855,EUR,DEBIT,TRANSPORT,PUBLIC TRANSIT PURCHASE,PUBLIC TRANSIT,False,True
TX00000488,CUST00001,CUST00001_CHECKING,2024-08-24,-11.03463839373196,EUR,DEBIT,RESTAURANT,COFFEE SHOP CHAIN PURCHASE,COFFEE SHOP CHAIN,False,True
TX00000489,CUST00001,CUST00001_CHECKING,2024-08-03,-19.449492836066742,EUR,DEBIT,MISCELLANEOUS,BANK FEE PURCHASE,BANK FEE,False,True
TX00000490,CUST00001,CUST00001_CHECKING,2024-08-11,-18.665327207280093,EUR,DEBIT,GROCERIES,FRESH PRODUCE STORE PURCHASE,FRESH PRODUCE STORE,False,True
TX00000491,CUST00001,CUST00001_CHECKING,2024-08-05,-29.096036689548452,EUR,DEBIT,GROCERIES,BAKERY DELIGHTS PURCHASE,BAKERY DELIGHTS,False,True
TX00000492,CUST00001,CUST00001_CHECKING,2024-08-23,-38.82981200731092,EUR,DEBIT,RESTAURANT,CHINESE TAKEAWAY PURCHASE,CHINESE TAKEAWAY,False,True
TX00000493,CUST00001,CUST00001_CHECKING,2024-08-15,-574.7673162400779,EUR,DEBIT,TRANSFER_OUT,SAVINGS TRANSFER,,True,True
TX00000494,CUST00001,CUST00001_SAVINGS,2024-08-15,574.7673162400779,EUR,CREDIT,TRANSFER_IN,SAVINGS TRANSFER,,True,True
TX00000495,CUST00001,CUST00001_CHECKING,2024-09-04,2689.9604650990054,EUR,CREDIT,SALARY,SALARY PAYMENT 2024-09,ACME CORPORATION,True,False
TX00000496,CUST00001,CUST00001_CHECKING,2024-09-01,2767.2153676568864,EUR,CREDIT,SALARY,SALARY PAYMENT 2024-09,FINANCIAL SERVICES CO,True,False
TX00000497,CUST00001,CUST00001_CHECKING,2024-09-21,-392.797576724562,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2024-09,PERSONAL LOANS INC,True,False
TX00000498,CUST00001,CUST00001_CHECKING,2024-09-24,-869.7003346018394,EUR,DEBIT,RENT_MORTGAGE,RENT_MORTGAGE 2024-09,LANDLORD SERVICES,True,False
TX00000499,CUST00001,CUST00001_CHECKING,2024-09-22,-36.86326600082205,EUR,DEBIT,SUBSCRIPTION,SUBSCRIPTION 2024-09,FITNESS APP,True,False
TX00000500,CUST00001,CUST00001_CHECKING,2024-09-06,-432.9770563201687,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2024-09,PERSONAL LOANS INC,True,False
TX00000501,CUST00001,CUST00001_CHECKING,2024-09-12,-1020.0854118241206,EUR,DEBIT,RENT_MORTGAGE,RENT_MORTGAGE 2024-09,HOME MORTGAGE BANK,True,False
TX00000502,CUST00001,CUST00001_CHECKING,2024-09-17,-24.43752583889521,EUR,DEBIT,SUBSCRIPTION,SUBSCRIPTION 2024-09,MUSIC UNLIMITED,True,False
TX00000503,CUST00001,CUST00001_CHECKING,2024-09-25,-197.48463287101822,EUR,DEBIT,UTILITIES,UTILITIES 2024-09,GAS SUPPLY INC,True,True
TX00000504,CUST00001,CUST00001_CHECKING,2024-09-09,-220.07688464694493,EUR,DEBIT,INSURANCE,INSURANCE 2024-09,AUTO INSURANCE INC,True,False
TX00000505,CUST00001,CUST00001_CHECKING,2024-09-18,-486.25281322982374,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2024-09,PERSONAL LOANS INC,True,False
TX00000506,CUST00001,CUST00001_CHECKING,2024-09-20,-64.65081710095758,EUR,DEBIT,UTILITIES,UTILITIES 2024-09,ELECTRIC COMPANY,True,True
TX00000507,CUST00001,CUST00001_CHECKING,2024-09-05,-28.772648907910202,EUR,DEBIT,SUBSCRIPTION,PRODUCTIVITY SUITE PURCHASE,PRODUCTIVITY SUITE,False,True
TX00000508,CUST00001,CUST00001_CHECKING,2024-09-21,-28.687074450317393,EUR,DEBIT,GROCERIES,FARMERS MARKET PURCHASE,FARMERS MARKET,False,True
TX00000509,CUST00001,CUST00001_CHECKING,2024-09-20,-4.2938189355060095,EUR,DEBIT,TRANSPORT,CAR RENTAL PURCHASE,,False,True
TX00000510,CUST00001,CUST00001_CHECKING,2024-09-19,-26.26152826533291,EUR,DEBIT,SHOPPING,CLOTHING RETAILER B PURCHASE,,False,True
TX00000511,CUST00001,CUST00001_CHECKING,2024-09-06,-20.698791746116836,EUR,DEBIT,UTILITIES,ELECTRIC COMPANY PURCHASE,ELECTRIC COMPANY,False,True
TX00000512,CUST00001,CUST00001_CHECKING,2024-09-19,-6.9386406887967285,EUR,DEBIT,TRANSPORT,BIKE SHARE PURCHASE,BIKE SHARE,False,True
TX00000513,CUST00001,CUST00001_CHECKING,2024-09-07,-71.8485645565574,EUR,DEBIT,SHOPPING,HOME GOODS STORE PURCHASE,HOME GOODS STORE,False,True
TX00000514,CUST00001,CUST00001_CHECKING,2024-09-13,-27.981710133085727,EUR,DEBIT,GROCERIES,WHOLESALE CLUB PURCHASE,WHOLESALE CLUB,False,True
TX00000515,CUST00001,CUST00001_CHECKING,2024-09-23,-28.678107688262248,EUR,DEBIT,ENTERTAINMENT,,BOWLING ALLEY,False,True
TX00000516,CUST00001,CUST00001_CHECKING,2024-09-03,-2.5644087769408164,EUR,DEBIT,MISCELLANEOUS,BANK FEE PURCHASE,BANK FEE,False,True
TX00000517,CUST00001,CUST00001_CHECKING,2024-09-03,-29.583995221700476,EUR,DEBIT,RESTAURANT,PIZZA DELIVERY PURCHASE,PIZZA DELIVERY,False,True
TX00000518,CUST00001,CUST00001_CHECKING,2024-09-18,-25.386601411935196,EUR,DEBIT,GROCERIES,DISCOUNT GROCERY PURCHASE,DISCOUNT GROCERY,False,True
TX00000519,CUST00001,CUST00001_CHECKING,2024-09-13,-20.267641590992337,EUR,DEBIT,RESTAURANT,LOCAL DINER PURCHASE,LOCAL DINER,False,True
TX00000520,CUST00001,CUST00001_CHECKING,2024-09-04,-33.14728362455894,EUR,DEBIT,MISCELLANEOUS,ATM WITHDRAWAL PURCHASE,ATM WITHDRAWAL,False,True
TX00000521,CUST00001,CUST00001_CHECKING,2024-09-06,-8.36539205509718,EUR,DEBIT,RESTAURANT,COFFEE SHOP CHAIN PURCHASE,COFFEE SHOP CHAIN,False,True
TX00000522,CUST00001,CUST00001_CHECKING,2024-09-13,-39.74705565213219,EUR,DEBIT,MISCELLANEOUS,WIRE TRANSFER PURCHASE,,False,True
TX00000523,CUST00001,CUST00001_CHECKING,2024-09-23,-40.25791332404929,EUR,DEBIT,GROCERIES,SUPERMARKET CHAIN A PURCHASE,SUPERMARKET CHAIN A,False,True
TX00000524,CUST00001,CUST00001_CHECKING,2024-09-02,-13.934201428305668,EUR,DEBIT,TRANSPORT,RIDE SHARE APP PURCHASE,RIDE SHARE APP,False,True
TX00000525,CUST00001,CUST00001_CHECKING,2024-09-14,-28.80202688307821,EUR,DEBIT,GROCERIES,ONLINE GROCERY PURCHASE,ONLINE GROCERY,False,True
TX00000526,CUST00001,CUST00001_CHECKING,2024-09-21,-55.35971722147854,EUR,DEBIT,GROCERIES,ONLINE GROCERY PURCHASE,ONLINE GROCERY,False,True
TX00000527,CUST00001,CUST00001_CHECKING,2024-09-23,-69.45084764895452,EUR,DEBIT,GROCERIES,SUPERMARKET CHAIN A PURCHASE,SUPERMARKET CHAIN A,False,True
TX00000528,CUST00001,CUST00001_CHECKING,2024-09-22,-15.947152710396725,EUR,DEBIT,SHOPPING,,PET STORE,False,True
TX00000529,CUST00001,CUST00001_CHECKING,2024-09-15,-50.485507307242905,EUR,DEBIT,GROCERIES,SPECIALTY FOODS PURCHASE,SPECIALTY FOODS,False,True
TX00000530,CUST00001,CUST00001_CHECKING,2024-09-08,-43.80397374318965,EUR,DEBIT,GROCERIES,ONLINE GROCERY PURCHASE,ONLINE GROCERY,False,True
TX00000531,CUST00001,CUST00001_CHECKING,2024-09-09,-18.194934155650046,EUR,DEBIT,RESTAURANT,MEXICAN GRILL PURCHASE,MEXICAN GRILL,False,True
TX00000532,CUST00001,CUST00001_CHECKING,2024-09-26,-20.619844400506125,EUR,DEBIT,GROCERIES,BAKERY DELIGHTS PURCHASE,BAKERY DELIGHTS,False,True
TX00000533,CUST00001,CUST00001_CHECKING,2024-09-05,-11.24314999554028,EUR,DEBIT,ENTERTAINMENT,BOWLING ALLEY PURCHASE,,False,True
TX00000534,CUST00001,CUST00001_CHECKING,2024-09-01,-220.08033290149922,EUR,DEBIT,SHOPPING,,HARDWARE STORE,False,True
TX00000535,CUST00001,CUST00001_CHECKING,2024-09-13,-33.619555011584445,EUR,DEBIT,ENTERTAINMENT,SPORTS TICKETS PURCHASE,SPORTS TICKETS,False,True
TX00000536,CUST00001,CUST00001_CHECKING,2024-09-05,-28.11372578284423,EUR,DEBIT,SHOPPING,,,False,True
TX00000537,CUST00001,CUST00001_CHECKING,2024-09-21,-11.49416557951918,EUR,DEBIT,SHOPPING,SPORTS EQUIPMENT PURCHASE,SPORTS EQUIPMENT,False,True
